region_name,state_name,lat_max,lat_min,lng_max,lng_min,lat_avg,lng_avg,yearly_sunlight_kwh_kw_threshold_avg,count_qualified,percent_covered,percent_qualified,number_of_panels_n,number_of_panels_s,number_of_panels_e,number_of_panels_w,number_of_panels_f,number_of_panels_median,number_of_panels_total,kw_median,kw_total,yearly_sunlight_kwh_n,yearly_sunlight_kwh_s,yearly_sunlight_kwh_e,yearly_sunlight_kwh_w,yearly_sunlight_kwh_f,yearly_sunlight_kwh_median,yearly_sunlight_kwh_total,install_size_kw_buckets_json,carbon_offset_metric_tons,existing_installs_count
Bannock County,Idaho,43.0219118,42.267548,-111.9062076,-112.552663,42.861035659802376,-112.41602409473815,1139,18620,68.956110572259945,81.84615384615384,39719,273784,154782,219997,647720,37,1336002,9.25,334000.5,11579145.666870113,97242539.516009524,48629611.558862276,70819984.49653928,214591914.85203245,12288.00009765625,442863196.090314,"[[0,3853],[5,5918],[10,3933],[15,2145],[20,920],[25,468],[30,240],[35,175],[40,110],[45,102],[50,78],[55,68],[60,65],[65,49],[70,41],[75,29],[80,21],[85,27],[90,19],[95,23],[100,18],[105,17],[110,15],[115,18],[120,12],[125,12],[130,13],[135,5],[140,10],[145,12],[150,6],[155,6],[160,8],[165,12],[170,7],[175,4],[180,3],[185,6],[190,4],[195,4],[200,1],[205,7],[210,6],[215,4],[220,5],[225,2],[230,3],[235,2],[240,2],[245,4],[250,5],[255,3],[260,4],[265,6],[270,2],[275,3],[280,3],[290,1],[295,1],[305,2],[310,3],[315,4],[325,1],[330,3],[335,1],[340,3],[345,1],[360,2],[365,2],[370,1],[375,1],[400,1],[410,1],[420,1],[425,1],[435,2],[445,1],[465,1],[475,1],[495,1],[500,3],[510,1],[520,1],[530,1],[545,1],[560,1],[565,1],[570,1],[575,1],[580,1],[600,1],[615,1],[630,1],[670,1],[715,1],[740,1],[750,1],[760,1],[770,1],[785,1],[850,1],[910,1],[980,1],[1040,1],[1110,1],[1240,1],[1320,1],[1475,1],[1485,1],[1490,1],[1505,1],[1705,1],[1715,1],[1775,1],[1830,1],[1840,1],[1995,1],[2100,1],[2185,1],[2220,1],[2285,1],[2300,1],[2490,1],[2545,1]]",117761.01881586305,6
Barnstable County,Massachusetts,42.0809621,41.5158906,-69.9304905,-70.6942533,41.701034755627532,-70.29192117964044,997.05,10006,8.4535701072881988,70.628926378202863,17943,147536,117985,98215,275498,27,657177,6.75,164294.25,4612306.2487854017,44630101.19427491,32951038.02532959,26672654.411810294,81346857.778863564,7727.018798828125,190212957.6590637,"[[0,3078],[5,3923],[10,1441],[15,490],[20,198],[25,119],[30,83],[35,71],[40,49],[45,54],[50,40],[55,42],[60,29],[65,23],[70,27],[75,20],[80,29],[85,18],[90,15],[95,17],[100,15],[105,20],[110,16],[115,18],[120,8],[125,7],[130,3],[135,8],[140,7],[145,3],[150,8],[155,4],[160,6],[165,4],[170,4],[175,1],[180,5],[185,4],[190,4],[195,3],[200,4],[205,1],[210,4],[215,2],[220,2],[225,6],[240,5],[245,3],[250,1],[260,1],[270,1],[275,2],[280,1],[285,1],[290,2],[300,1],[310,1],[320,2],[325,2],[335,2],[340,1],[345,1],[350,2],[360,1],[365,1],[370,2],[395,1],[400,2],[405,1],[410,2],[425,2],[435,2],[465,1],[470,2],[480,3],[505,1],[510,1],[545,1],[550,1],[590,1],[610,1],[635,1],[645,1],[660,1],[720,1],[795,1],[805,1],[885,1],[910,1],[915,1],[975,1],[1050,1],[1060,1],[1165,1],[1255,1],[1300,1],[1710,1],[1800,1],[3480,1]]",82313.756342830617,32
Barrow County,Georgia,34.1269885,33.8967532,-83.5404052,-83.8650908,33.993861109950153,-83.72519083236098,1087.1499999999999,1012,3.993517414304498,77.4885145482389,3411,19436,10382,12556,51370,46,97155,11.5,24288.75,954820.52505493141,6425440.1608642573,3137628.8870544448,3856586.8510375996,16849803.722094718,14781.532580566405,31224280.146105971,"[[0,112],[5,293],[10,246],[15,156],[20,68],[25,28],[30,7],[35,13],[40,7],[45,5],[50,3],[55,10],[60,1],[65,2],[70,5],[75,6],[80,2],[85,2],[90,3],[95,4],[100,1],[110,5],[115,2],[120,2],[125,3],[130,3],[135,1],[140,1],[145,1],[150,3],[155,3],[180,3],[185,2],[210,1],[250,1],[270,1],[340,1],[345,1],[410,1],[530,1],[625,1],[2565,1]]",18565.522295907609,0
Bartholomew County,Indiana,39.3500939,39.0363735,-85.6872454,-86.0802573,39.221914129216024,-85.898327662033182,991.94999999999993,11940,76.101654279549265,75.231554407409746,61567,198105,104468,137655,826333,33,1328128,8.25,332032,15882985.532330323,61399844.095373541,28631731.289367683,39327132.3182556,247730205.86981803,9421.51123046875,392971899.10514516,"[[0,3199],[5,3766],[10,2087],[15,1031],[20,424],[25,242],[30,136],[35,123],[40,79],[45,66],[50,49],[55,65],[60,54],[65,39],[70,38],[75,40],[80,26],[85,23],[90,33],[95,27],[100,19],[105,18],[110,14],[115,10],[120,15],[125,9],[130,10],[135,10],[140,7],[145,9],[150,5],[155,7],[160,7],[165,5],[170,5],[175,8],[180,9],[185,7],[190,5],[195,4],[200,6],[205,4],[210,7],[215,5],[220,2],[225,4],[230,2],[240,3],[245,2],[250,5],[255,3],[260,2],[265,1],[270,3],[275,4],[280,3],[285,3],[290,4],[295,3],[300,3],[305,1],[310,4],[315,4],[320,1],[325,3],[330,3],[335,1],[340,2],[345,3],[350,1],[355,1],[360,4],[365,2],[370,1],[375,3],[380,1],[385,2],[395,1],[415,2],[420,2],[430,1],[435,2],[445,2],[450,2],[460,1],[465,1],[470,1],[475,1],[480,1],[510,1],[540,1],[545,2],[550,1],[555,1],[560,2],[570,1],[575,1],[580,2],[590,1],[595,1],[600,1],[605,1],[610,1],[615,2],[630,1],[635,1],[665,3],[680,1],[690,2],[695,1],[720,1],[755,1],[780,1],[785,1],[805,1],[810,1],[820,1],[860,2],[900,1],[920,1],[975,1],[1045,1],[1060,1],[1065,1],[1085,1],[1115,1],[1125,1],[1140,1],[1145,2],[1170,1],[1200,1],[1230,1],[1280,1],[1320,1],[1360,1],[1485,1],[1505,1],[1515,1],[1540,1],[1570,1],[1605,1],[1635,1],[1655,1],[1660,1],[1665,1],[1680,1],[1790,1],[1820,1],[1965,1],[2045,1],[2115,1],[2120,1],[2345,1],[2350,1],[2470,1],[2630,1],[2760,1],[2865,1],[3100,1],[3140,1],[3235,1],[3675,1],[4000,1],[4830,1],[5105,1],[6480,1],[6485,1]]",325323.34268288629,3
Bartow County,Georgia,34.4129038,34.0780174,-84.6513659,-85.04687,34.211755872258088,-84.830565199593693,1060.8,2165,8.2158387139280542,57.872226677358995,10322,29373,16398,21048,106211,32,183352,8,45838,2933596.8815246592,9266590.1447631884,4823428.9756896989,6375303.9664123524,34445837.839648426,9422.486572265625,57844757.808038317,"[[0,586],[5,727],[10,399],[15,202],[20,85],[25,31],[30,19],[35,13],[40,9],[45,5],[50,5],[55,4],[60,4],[65,6],[70,4],[80,3],[85,1],[90,2],[95,1],[100,4],[105,1],[110,3],[115,1],[120,2],[125,1],[130,1],[135,2],[140,1],[145,1],[160,4],[170,1],[175,1],[185,2],[190,1],[205,2],[210,1],[230,1],[235,2],[245,1],[255,1],[260,1],[270,1],[280,2],[295,1],[305,1],[325,2],[345,1],[355,2],[360,1],[365,1],[380,1],[430,1],[485,1],[500,1],[610,1],[735,1],[920,1],[1110,1],[1440,1],[1710,1],[2665,1],[3350,1]]",34393.687725109718,0
Bastrop County,Texas,30.4175889,29.7891793,-97.026333,-97.6469171,30.133275470264756,-97.349528850066179,1088.85,1957,5.9063136456211813,74.156877605153468,18178,34286,27799,31885,95459,48,207607,12,51901.75,5254095.7598815951,11592897.664135739,8630325.0159851033,10168901.925213616,32070846.222576883,14680.976605224609,67717066.587792918,"[[0,342],[5,474],[10,347],[15,264],[20,167],[25,83],[30,46],[35,29],[40,16],[45,16],[50,21],[55,7],[60,10],[65,8],[70,10],[75,9],[80,10],[85,13],[90,4],[95,7],[100,7],[105,4],[110,5],[115,3],[120,2],[125,1],[130,4],[135,2],[140,1],[145,1],[150,2],[155,2],[160,1],[165,2],[170,1],[175,3],[180,1],[185,3],[190,1],[200,1],[210,1],[215,1],[225,1],[235,2],[240,1],[265,1],[270,1],[295,1],[300,1],[330,1],[340,1],[350,1],[370,1],[435,1],[440,1],[465,1],[605,1],[690,1],[745,1],[755,1],[850,1],[1045,2],[1155,1],[1170,1],[1675,1]]",32929.891811501315,0
Bay County,Florida,30.5421446,29.925896,-85.3843888,-85.9958011,30.19775867673517,-85.67541111630149,1145.8,59711,94.637136091377627,79.898038376107266,485972,1145202,822308,954778,1770139,52,5178399,13,1294599.75,146743726.022339,402800009.29613638,270702796.67467636,303212218.3223756,610115097.30890512,17349.610540771482,1733573847.6244333,"[[0,7903],[5,13037],[10,12863],[15,9816],[20,5802],[25,3279],[30,1821],[35,1001],[40,621],[45,442],[50,380],[55,274],[60,261],[65,192],[70,181],[75,151],[80,131],[85,94],[90,98],[95,86],[100,62],[105,61],[110,66],[115,59],[120,71],[125,50],[130,46],[135,35],[140,29],[145,42],[150,38],[155,23],[160,29],[165,33],[170,27],[175,18],[180,24],[185,12],[190,19],[195,19],[200,18],[205,12],[210,18],[215,11],[220,14],[225,17],[230,11],[235,13],[240,7],[245,10],[250,12],[255,10],[260,14],[265,9],[270,6],[275,2],[280,5],[285,8],[290,6],[295,2],[300,2],[305,10],[310,8],[315,4],[320,10],[325,9],[330,9],[335,4],[340,6],[345,2],[350,5],[355,3],[360,4],[365,10],[370,8],[375,2],[380,4],[385,3],[390,3],[395,3],[400,2],[405,2],[410,3],[415,3],[420,4],[425,5],[430,2],[435,2],[440,3],[445,2],[455,5],[460,2],[465,2],[470,1],[475,2],[480,1],[485,2],[490,1],[495,3],[500,2],[505,4],[510,1],[515,3],[525,1],[530,2],[535,3],[540,1],[560,1],[565,3],[570,1],[575,2],[580,2],[585,4],[590,2],[595,1],[600,2],[605,1],[610,2],[615,2],[630,2],[640,1],[660,2],[665,2],[670,1],[685,1],[690,1],[695,3],[700,2],[705,2],[710,2],[715,1],[720,1],[735,1],[740,1],[745,1],[750,1],[755,1],[760,2],[765,1],[770,1],[775,2],[780,3],[785,1],[790,2],[795,1],[800,2],[810,1],[815,2],[820,1],[830,2],[835,1],[855,1],[860,2],[865,2],[885,2],[895,1],[910,2],[915,3],[920,1],[945,1],[950,1],[960,2],[965,3],[975,1],[995,1],[1010,2],[1020,1],[1030,1],[1040,2],[1045,1],[1065,2],[1070,1],[1075,1],[1085,2],[1120,1],[1130,1],[1145,1],[1150,1],[1170,1],[1220,1],[1265,1],[1270,1],[1365,1],[1420,1],[1435,1],[1445,1],[1460,1],[1510,1],[1600,1],[1610,1],[1660,1],[1850,1],[1980,1],[1995,1],[2010,1],[2020,1],[2050,1],[2070,1],[2125,1],[2130,1],[2325,1],[2400,1],[2555,1],[3955,1]]",1029648.4958227499,201
Bay County,Michigan,43.9963918,43.4789175,-83.6992797,-84.1669857,43.622659683463183,-83.921839008628226,932.44999999999993,26203,65.518170100613688,76.938661655459967,120039,401093,258658,298447,737759,31,1815996,7.75,453999,28883165.849246215,115173404.13682871,66772218.047644049,78111902.105169669,206106820.03273925,8370.6700927734364,495047510.17162764,"[[0,7117],[5,8752],[10,4042],[15,2327],[20,1363],[25,710],[30,378],[35,233],[40,152],[45,125],[50,95],[55,79],[60,64],[65,62],[70,45],[75,55],[80,33],[85,36],[90,28],[95,20],[100,32],[105,25],[110,17],[115,14],[120,17],[125,13],[130,18],[135,11],[140,8],[145,16],[150,14],[155,12],[160,8],[165,13],[170,10],[175,11],[180,6],[185,5],[190,12],[195,13],[200,7],[205,9],[210,3],[215,5],[220,6],[225,3],[230,9],[235,4],[240,5],[245,4],[250,1],[255,5],[260,1],[265,4],[270,2],[275,2],[280,2],[285,3],[290,3],[295,5],[300,3],[305,3],[310,4],[315,1],[320,2],[325,2],[335,3],[340,4],[345,3],[355,2],[365,1],[375,1],[380,2],[390,1],[395,2],[405,1],[410,2],[415,1],[420,1],[425,2],[435,4],[440,4],[450,1],[455,1],[470,2],[475,1],[480,1],[485,1],[495,1],[500,1],[505,1],[515,2],[525,1],[535,1],[540,1],[545,1],[560,2],[565,1],[570,1],[575,1],[580,1],[585,1],[590,1],[600,1],[610,2],[615,2],[625,1],[640,1],[665,2],[670,1],[690,1],[700,1],[710,1],[715,1],[750,1],[770,1],[835,1],[845,1],[850,1],[895,2],[905,1],[910,1],[945,1],[955,1],[995,1],[1005,1],[1080,1],[1130,1],[1230,1],[1235,1],[1250,1],[1285,1],[1320,1],[1340,1],[1345,1],[1370,2],[1405,2],[1415,1],[1425,1],[1470,1],[1590,1],[1635,1],[1645,1],[1865,1],[1895,1],[1985,1],[2070,1],[2145,1],[2435,1],[2595,1],[2630,1],[3530,1],[3735,1]]",389841.72272443696,9
Beaufort County,South Carolina,32.6926698,32.0789174,-80.429653,-81.0130254,32.295616327067719,-80.790826420432239,1119.45,19810,51.663452632218288,58.223606865741829,88764,373993,210276,266632,632907,35,1572572,8.75,393143,25759139.336474605,124896062.301117,65166900.752969392,84036739.496649191,212440663.40949103,11058.781396484375,512299505.29670107,"[[0,4921],[5,6058],[10,3443],[15,1855],[20,937],[25,498],[30,334],[35,209],[40,165],[45,163],[50,118],[55,91],[60,70],[65,61],[70,70],[75,57],[80,57],[85,44],[90,40],[95,46],[100,32],[105,43],[110,26],[115,21],[120,25],[125,23],[130,14],[135,18],[140,14],[145,14],[150,14],[155,19],[160,12],[165,9],[170,15],[175,11],[180,11],[185,12],[190,8],[195,10],[200,7],[205,11],[210,7],[215,7],[220,2],[225,5],[230,3],[235,8],[240,5],[245,10],[250,6],[255,3],[260,7],[265,2],[270,5],[275,4],[280,7],[285,2],[290,3],[295,3],[300,3],[305,2],[310,4],[315,2],[320,2],[325,2],[330,3],[335,1],[340,3],[345,1],[355,2],[360,2],[365,1],[370,3],[375,2],[380,2],[390,1],[405,2],[415,1],[420,2],[425,1],[430,1],[450,2],[455,2],[460,1],[465,1],[475,2],[480,1],[485,1],[490,2],[495,6],[505,1],[515,2],[520,1],[525,3],[530,5],[545,1],[555,1],[565,1],[585,1],[620,1],[625,1],[630,1],[635,1],[655,1],[660,1],[675,1],[695,1],[735,2],[760,2],[770,1],[785,2],[825,1],[835,1],[840,1],[900,1],[905,1],[925,1],[1005,1],[1060,1],[1120,1],[1150,1],[1185,1],[1200,1],[1235,1],[1285,1],[1315,1],[1320,1],[1405,2],[1560,1],[1635,1],[1795,1],[1890,1],[2020,1]]",300738.7163637036,24
Beaver County,Pennsylvania,40.8541138,40.4776036,-80.1456277,-80.5187311,40.68781989670525,-80.287913508966923,933.3,48856,68.0946912816889,90.536108074050745,287252,700440,512604,608877,773338,33,2882511,8.25,720627.75,70178241.182507321,206280358.10253915,134014291.06220704,165625306.17513123,216870584.90634763,9186.5539855957031,792968781.4287324,"[[0,12476],[5,15545],[10,9923],[15,5117],[20,2266],[25,1038],[30,564],[35,371],[40,238],[45,172],[50,128],[55,107],[60,85],[65,58],[70,50],[75,44],[80,46],[85,41],[90,33],[95,42],[100,32],[105,36],[110,32],[115,16],[120,18],[125,15],[130,11],[135,19],[140,20],[145,8],[150,9],[155,8],[160,11],[165,6],[170,9],[175,6],[180,5],[185,8],[190,4],[195,7],[200,4],[205,4],[210,6],[215,2],[220,4],[225,7],[230,3],[235,1],[240,8],[245,1],[250,2],[255,3],[260,2],[265,3],[270,7],[275,1],[280,1],[285,4],[290,4],[295,2],[300,3],[305,3],[310,6],[320,5],[325,4],[330,4],[335,2],[340,1],[345,3],[350,2],[360,3],[365,2],[370,1],[375,2],[380,2],[395,2],[400,1],[405,1],[410,1],[415,1],[425,1],[430,2],[435,3],[460,3],[475,1],[485,2],[490,2],[495,2],[500,2],[505,1],[510,2],[520,1],[535,1],[540,1],[550,1],[565,2],[570,1],[575,1],[585,1],[595,2],[605,1],[635,1],[640,1],[645,1],[680,1],[690,1],[695,1],[710,1],[735,1],[750,2],[755,1],[770,1],[780,2],[785,1],[800,1],[805,1],[810,1],[820,1],[825,1],[830,1],[840,1],[850,1],[875,2],[890,1],[900,3],[905,1],[910,1],[920,1],[925,1],[940,1],[960,1],[970,2],[975,1],[995,1],[1000,2],[1005,1],[1010,1],[1015,1],[1045,1],[1090,1],[1120,1],[1150,1],[1180,2],[1185,1],[1235,1],[1255,1],[1265,1],[1270,2],[1310,1],[1375,2],[1490,1],[1495,2],[1500,1],[1555,1],[1590,1],[1605,1],[1635,1],[1640,1],[1760,1],[1890,1],[1910,1],[1945,1],[1960,1],[2020,1],[2050,1],[2130,1],[2190,1],[2260,1],[2380,1],[2575,1],[4460,1]]",656462.34553923213,89
Bedford County,Virginia,37.5825127,37.0077401,-79.1894112,-79.8558669,37.3034199621021,-79.511782161027142,1076.1,4659,13.658786299329858,79.369676320272575,12454,92393,63200,64344,113765,41,346156,10.25,86539,3438453.5101501457,30730167.254968252,18983084.719055191,19406212.225604251,36492736.321466058,12769.77598876953,109050654.03124388,"[[0,694],[5,1553],[10,1113],[15,529],[20,259],[25,130],[30,75],[35,46],[40,32],[45,27],[50,28],[55,23],[60,14],[65,12],[70,20],[75,11],[80,11],[85,8],[90,6],[100,1],[105,5],[110,1],[115,3],[120,1],[125,4],[130,1],[135,2],[140,2],[145,3],[150,2],[165,2],[170,1],[175,1],[180,1],[185,1],[195,1],[205,1],[215,1],[220,1],[235,1],[240,2],[245,1],[260,1],[270,1],[305,1],[310,1],[315,1],[330,1],[335,1],[345,1],[350,1],[355,1],[390,2],[400,1],[510,1],[520,1],[585,1],[660,1],[665,2],[770,1],[775,1],[835,1],[915,1],[1165,1],[1180,1],[1205,1],[1245,1],[1555,1],[1685,1]]",90278.015735946945,7
Bedford County,Pennsylvania,40.3066245,39.7230033,-78.1357094,-78.7846761,40.078165220872457,-78.467618178041846,872.94999999999993,1,0.031934597943411892,20,0,0,6,11,0,17,17,4.25,4.25,0,0,1549.4067077636719,3176.8795654296873,0,4726.2862731933592,4726.2862731933592,"[[0,1]]",3.9126748054320952,0
Bedford County,Tennessee,35.7024588,35.3246908,-86.238258,-86.6334156,35.516707625432296,-86.444821024385732,1026.8,96,0.58700400436840194,74.4186046511628,314,1198,846,952,675,33,3985,8.25,996.25,85556.117480468747,389966.96300048835,247714.26982421876,270981.0172607422,212117.52998657228,9348.32490234375,1206335.8975524898,"[[0,28],[5,31],[10,19],[15,8],[20,5],[25,2],[30,1],[45,1],[70,1]]",921.17877845076521,0
Bell County,Texas,31.308921,30.7569878,-97.0865296,-97.9136254,31.076333822667991,-97.566794881386514,1140.7,93727,74.016493272094962,92.906634418088274,569609,1712929,1564650,1651441,2632272,59,8130901,14.75,2032725.25,169213075.41802362,615482535.89793694,498645252.92749661,538866154.60588968,904471893.35579169,19360.699645996094,2726678912.205142,"[[0,7089],[5,16661],[10,24177],[15,21059],[20,11278],[25,5075],[30,2218],[35,1213],[40,762],[45,461],[50,411],[55,289],[60,283],[65,220],[70,194],[75,160],[80,156],[85,147],[90,108],[95,109],[100,101],[105,81],[110,72],[115,73],[120,73],[125,57],[130,45],[135,52],[140,56],[145,49],[150,43],[155,42],[160,27],[165,34],[170,28],[175,29],[180,28],[185,21],[190,31],[195,24],[200,18],[205,17],[210,20],[215,20],[220,16],[225,12],[230,13],[235,12],[240,9],[245,13],[250,9],[255,15],[260,9],[265,17],[270,7],[275,10],[280,7],[285,8],[290,10],[295,8],[300,8],[305,12],[310,10],[315,6],[320,8],[325,7],[330,7],[335,3],[340,9],[345,4],[350,2],[355,7],[360,9],[365,6],[370,7],[375,8],[380,6],[385,7],[390,3],[395,3],[400,5],[405,1],[410,4],[415,2],[420,2],[425,6],[430,3],[435,3],[440,3],[445,4],[450,3],[455,2],[460,5],[465,5],[470,3],[475,4],[480,3],[485,3],[490,3],[495,4],[500,5],[505,3],[510,3],[515,4],[520,4],[530,6],[535,1],[540,5],[545,4],[550,2],[555,1],[560,2],[565,4],[570,2],[575,2],[580,5],[585,2],[590,1],[595,2],[600,4],[605,2],[610,2],[620,3],[625,5],[630,1],[635,3],[640,4],[645,1],[650,4],[660,3],[665,1],[670,2],[675,1],[680,4],[685,2],[690,2],[710,1],[715,1],[720,1],[725,1],[735,2],[740,1],[745,2],[750,4],[755,1],[760,2],[765,3],[775,1],[780,1],[795,2],[805,2],[815,1],[820,1],[830,2],[835,2],[840,1],[855,1],[880,1],[885,3],[890,3],[895,1],[905,5],[910,2],[915,1],[920,1],[935,1],[940,1],[945,1],[965,1],[970,2],[975,1],[990,1],[1005,1],[1040,1],[1045,1],[1075,1],[1080,1],[1085,1],[1100,2],[1105,2],[1120,1],[1130,2],[1150,1],[1155,2],[1160,1],[1180,1],[1185,2],[1230,3],[1285,1],[1290,1],[1305,1],[1315,1],[1320,1],[1325,1],[1335,1],[1340,2],[1345,1],[1380,1],[1450,1],[1460,2],[1465,2],[1505,1],[1515,1],[1530,1],[1550,1],[1585,1],[1615,1],[1680,2],[1685,1],[1695,1],[1705,1],[1735,1],[1750,1],[1765,1],[1775,1],[1790,1],[1810,1],[1845,1],[1880,1],[1910,1],[1925,1],[1945,1],[2035,1],[2040,1],[2055,1],[2070,2],[2170,1],[2185,1],[2275,1],[2295,1],[2465,1],[2510,1],[2520,1],[2585,1],[2755,1],[3160,1],[3460,1],[3465,1],[3540,1],[4300,1],[5380,1]]",1325947.0043228834,189
Benton County,Arkansas,36.4991692,36.0999117,-93.8168178,-94.6168112,36.339089027639595,-94.232920956777193,1087.1499999999999,34662,35.705170786281158,84.849820077843873,125463,773270,441357,585104,1529217,50,3454411,12.5,863602.75,34762454.60039673,263822569.0989747,131516932.82008661,176089301.65166923,496227988.58415532,15913.60630493164,1102419246.7552826,"[[0,3972],[5,8306],[10,9434],[15,5718],[20,2397],[25,1149],[30,623],[35,409],[40,350],[45,287],[50,189],[55,162],[60,118],[65,105],[70,92],[75,77],[80,56],[85,73],[90,54],[95,59],[100,47],[105,43],[110,49],[115,42],[120,37],[125,27],[130,34],[135,34],[140,29],[145,25],[150,34],[155,23],[160,22],[165,30],[170,27],[175,22],[180,18],[185,17],[190,12],[195,17],[200,19],[205,15],[210,10],[215,9],[220,9],[225,8],[230,9],[235,9],[240,9],[245,8],[250,7],[255,8],[260,4],[265,5],[270,6],[275,8],[280,4],[285,8],[290,7],[295,6],[300,3],[305,5],[310,4],[315,5],[320,6],[325,3],[330,7],[335,3],[340,7],[345,1],[350,3],[360,2],[365,3],[370,3],[375,2],[380,3],[385,3],[390,2],[395,3],[400,5],[405,6],[410,3],[415,3],[420,2],[430,2],[435,3],[440,5],[445,4],[450,1],[455,2],[460,2],[465,2],[470,5],[475,1],[480,3],[485,5],[495,5],[500,2],[505,3],[510,1],[515,3],[520,1],[525,1],[530,3],[535,1],[540,5],[545,1],[550,3],[555,1],[560,1],[570,1],[575,1],[580,2],[585,2],[590,1],[595,1],[600,1],[605,2],[620,1],[630,1],[635,1],[650,3],[660,1],[665,2],[675,1],[685,1],[690,2],[695,3],[705,1],[710,2],[715,1],[720,1],[725,3],[730,1],[735,1],[745,1],[750,1],[760,1],[765,1],[795,1],[800,2],[805,1],[820,1],[825,1],[835,1],[850,1],[860,1],[890,1],[915,1],[935,3],[945,1],[970,1],[1030,1],[1035,1],[1055,1],[1060,1],[1075,1],[1080,1],[1090,1],[1135,1],[1140,2],[1145,1],[1150,1],[1160,1],[1165,1],[1175,1],[1210,1],[1215,2],[1230,1],[1255,1],[1285,1],[1310,1],[1325,1],[1385,1],[1390,1],[1410,1],[1425,1],[1525,1],[1545,1],[1575,1],[1590,1],[1635,1],[1640,2],[1650,1],[1710,1],[1765,1],[1845,1],[1850,1],[1885,2],[2035,1],[2055,1],[2080,1],[2170,1],[2235,1],[2240,1],[2255,1],[2295,1],[2340,1],[2420,1],[2430,1],[2505,1],[2540,1],[2585,1],[2980,1],[3070,1],[3155,1],[3490,1],[3495,1],[3640,1],[3705,1],[5055,1],[6795,1],[7115,1]]",745758.55514257669,9
Benton County,Oregon,44.7203589,44.2801101,-123.0850936,-123.7935334,44.566328096825011,-123.27912818855128,910.35,21038,66.718805740786479,86.529840003290417,127542,396550,292366,353601,606318,52,1776377,13,444094.25,30078918.760632332,111802389.32909547,74188464.330450445,91340265.379873618,164387675.06826472,13683.347729492187,471797712.86831665,"[[0,2579],[5,5056],[10,4664],[15,3723],[20,2069],[25,997],[30,453],[35,254],[40,190],[45,130],[50,94],[55,73],[60,66],[65,46],[70,45],[75,36],[80,25],[85,33],[90,27],[95,25],[100,18],[105,24],[110,14],[115,24],[120,16],[125,11],[130,10],[135,15],[140,12],[145,8],[150,17],[155,6],[160,13],[165,2],[170,7],[175,5],[180,8],[185,8],[190,6],[195,6],[200,12],[205,6],[210,6],[215,5],[220,5],[225,7],[230,5],[235,3],[240,6],[245,3],[250,7],[255,4],[260,2],[265,4],[270,6],[275,4],[280,1],[285,3],[290,4],[295,1],[300,4],[305,1],[310,3],[315,3],[320,2],[325,5],[330,3],[335,3],[340,2],[345,3],[350,1],[360,4],[370,3],[375,2],[380,1],[385,1],[400,1],[405,3],[410,1],[415,5],[420,1],[425,3],[435,2],[455,5],[460,2],[470,1],[495,1],[500,1],[505,2],[520,1],[525,1],[535,2],[540,1],[550,1],[555,4],[570,1],[575,1],[580,1],[595,1],[600,1],[625,2],[630,1],[650,2],[680,1],[690,1],[700,2],[715,1],[730,1],[735,1],[740,1],[755,1],[760,1],[775,2],[815,1],[820,1],[830,1],[870,1],[875,1],[905,1],[920,1],[935,1],[940,1],[1000,1],[1005,1],[1065,1],[1070,1],[1090,1],[1095,1],[1120,1],[1140,1],[1160,2],[1185,1],[1250,1],[1330,1],[1345,1],[1365,1],[1370,1],[1600,1],[1725,1],[2240,1]]",125454.94823877099,293
